Statement,Link,Date,Source,Label,category
“(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.”,https://www.politifact.com/factchecks/2020/sep/25/chris-larson/yes-republicans-could-end-evers-state-emergency-an/,"mber 25, 2020",Chris Larson,TRUE,TRUE
"“Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.”",https://www.politifact.com/factchecks/2020/sep/18/caleb-rowden/rowdens-right-cares-act-funds-werent-paid-out/,"mber 18, 2020",Caleb Rowden,TRUE,TRUE
Says Donald Trump funded a Veterans Day parade 26 years ago in New York City after the city refused to pay.,https://www.politifact.com/factchecks/2020/sep/17/facebook-posts/rump-credited-saving-1995-veterans-day-parade-nyc-/,"mber 17, 2020",Facebook posts,mostly-true,TRUE
“Iran has stockpiled 10 times as much enriched uranium as it had” in 2016.,https://www.politifact.com/factchecks/2020/sep/17/joe-biden/joe-biden-says-under-donald-trump-irans-uranium-st/,"mber 17, 2020",Joe Biden,TRUE,TRUE
"""USPS currently has the most cash on hand in its history, (approximately) $15 billion.""",https://www.politifact.com/factchecks/2020/sep/16/josh-hawley/us-postal-service-has-most-cash-hand-though-debt-s/,"mber 16, 2020",Josh Hawley,mostly-true,TRUE
“Wisconsin is one of the nine states with the highest rate of infection per capita.”,https://www.politifact.com/factchecks/2020/sep/16/tony-evers/wisconsin-trending-poorly-covid-19-cases-evers-sta/,"mber 16, 2020",Tony Evers,mostly-true,TRUE
Says Sen. Martha McSally “supported a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors” and “even supported raising the retirement age.”,https://www.politifact.com/factchecks/2020/sep/14/mark-kelly/fact-checking-mark-kelly-martha-mcsallys-stance-me/,"mber 14, 2020",Mark Kelly,mostly-true,TRUE
Abigail Spanberger “has voted with Nancy Pelosi over 90% of the time…”,https://www.politifact.com/factchecks/2020/sep/09/nick-freitas/spanberger-has-voted-pelosi-relatively-low-92-time/,"ember 9, 2020",Nick Freitas,TRUE,TRUE
"For younger people, seasonal flu is “in many cases” a deadlier virus than COVID-19",https://www.politifact.com/factchecks/2020/sep/08/ron-johnson/johnson-mostly-track-claim-flu-harder-kids-covid-1/,"ember 8, 2020",Ron Johnson,mostly-true,TRUE
Nick Freitas “supports a plan letting insurance companies deny coverage for preexisting conditions like asthma or diabetes.”,https://www.politifact.com/factchecks/2020/sep/03/democratic-congressional-campaign-committee/freitas-has-backed-plans-undercut-coverage-preexis/,"ember 3, 2020",Democratic Congressional Campaign Committee,TRUE,TRUE
“More cops have died from COVID this year than have been killed on patrol.”,https://www.politifact.com/factchecks/2020/sep/02/joe-biden/has-covid-19-killed-more-cops-all-other-causes/,"ember 2, 2020",Joe Biden,mostly-true,TRUE
“I am not banning fracking.”,https://www.politifact.com/factchecks/2020/sep/01/joe-biden/fact-checkin-joe-biden-pa-his-fracking-policy/,"ember 1, 2020",Joe Biden,mostly-true,TRUE
“Video showed police thank (Kyle Rittenhouse) & give him water prior to the killings”,https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/yes-police-gave-kyle-rittenhouse-water-and-thanked/,"gust 28, 2020",Facebook posts,TRUE,TRUE
"In April, when asked how he would handle the COVID-19 pandemic, Tommy Tuberville ""said he didn't have a clue"" and after winning the Republican nomination in July, ""he still said he didn't have a clue.""",https://www.politifact.com/factchecks/2020/aug/27/doug-jones/tuberville-did-say-he-wouldnt-have-clue-covid-19-h/,"gust 27, 2020",Doug Jones,mostly-true,TRUE
"Police are ""20.8 times more likely to kill than be killed by a criminal.""",https://www.politifact.com/factchecks/2020/aug/27/chris-larson/yes-police-were-208-more-likely-kill-be-killed-cri/,"gust 27, 2020",Chris Larson,TRUE,TRUE
“Drug overdose deaths decreased in 2018 for the first time in 30 years.”,https://www.politifact.com/factchecks/2020/aug/27/ryan-holets/drug-overdose-deaths-declined-2018-theres-more-sto/,"gust 26, 2020",Ryan Holets,mostly-true,TRUE
"Says Joe Biden “voted for the Iraq War … He supported war in Serbia, Syria, Libya.”",https://www.politifact.com/factchecks/2020/aug/26/rand-paul/fact-checking-rand-paul-joe-biden-and-support-wars/,"gust 26, 2020",Rand Paul,mostly-true,TRUE
Says Donald Trump “proposes cutting a half a billion dollars of local police support.”,https://www.politifact.com/factchecks/2020/aug/25/joe-biden/biden-says-trump-wants-cut-local-law-enforcement-a/,"gust 25, 2020",Joe Biden,mostly-true,TRUE
Says Donald Trump's payroll tax deferral “could leave American workers liable for thousands of dollars during tax season and could potentially leave programs like Social Security and Medicare weakened.”,https://www.politifact.com/factchecks/2020/aug/24/eugene-depasquale/pa-democrats-tweet-correct-uncertainties-donald-tr/,"gust 24, 2020",Eugene DePasquale,mostly-true,TRUE
"“The fact is that in terms of the risk to schoolkids, this is lower risk than seasonal influenza.”",https://www.politifact.com/factchecks/2020/aug/20/ron-desantis/desantis-says-covid-lower-risk-school-aged-kids-fl/,"gust 20, 2020",Ron DeSantis,mostly-true,TRUE
"“When I ran for Congress, I promised to refuse money from corporate PACs. I’ve kept that promise.”",https://www.politifact.com/factchecks/2020/aug/19/abigail-spanberger/spanbergers-no-corporate-pac-pledge-needs-26-elabo/,"gust 19, 2020",Abigail Spanberger,mostly-true,TRUE
"“In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.”",https://www.politifact.com/factchecks/2020/aug/19/carol-miller/have-overdoses-wva-increased-50-during-pandemic/,"gust 19, 2020",Carol Miller,mostly-true,TRUE
The United States is “the only major industrial economy to have its unemployment rate triple” since the coronavirus pandemic began.,https://www.politifact.com/factchecks/2020/aug/19/bill-clinton/bill-clinton-mostly-accurate-international-unemplo/,"gust 18, 2020",Bill Clinton,mostly-true,TRUE
"Postmaster General Louis DeJoy “gave $400,000 to Republicans just this year” and has “between $30 and $75 million in assets of direct competitors to the United States Postal Service.”",https://www.politifact.com/factchecks/2020/aug/18/really-american/ad-watch-postmaster-general-republican-donor-inves/,"gust 18, 2020",Really American,mostly-true,TRUE
"“In one of the states that determined the outcome” of the 2016 presidential race, “the winning margin averaged out to just two votes per precinct, two votes.”",https://www.politifact.com/factchecks/2020/aug/18/michelle-obama/michelle-obama-right-2-votes-precinct-enabled-trum/,"gust 18, 2020",Michelle Obama,TRUE,TRUE
"When COVID-19 struck, the Illinois Department of Employment Security “was hit with something no one expected: 10 to 20 times the claims, even during the worst recession of my lifetime.”",https://www.politifact.com/factchecks/2020/aug/14/jb-pritzker/pritzkers-mostly-correct-about-illinois-historic-u/,"gust 14, 2020",JB Pritzker,mostly-true,TRUE
"Cal Cunningham ""voted for over $1 billion in new taxes.”",https://www.politifact.com/factchecks/2020/aug/13/national-republican-senatorial-committee/attack-ad-right-about-cunninghams-2001-budget-vote/,"gust 13, 2020",National Republican Senatorial Committee,TRUE,TRUE
"“Depending on which study you look at, either 68% or 5 out of 6 individuals ... are making more on unemployment than they did on the job.”",https://www.politifact.com/factchecks/2020/aug/13/ron-johnson/johnsons-claim-some-earn-more-unemployment-working/,"gust 13, 2020",Ron Johnson,mostly-true,TRUE
Says the U.S. Senate is “dominated by millionaires” and that he is “not one of them.”,https://www.politifact.com/factchecks/2020/aug/13/cory-booker/cory-booker-said-us-senate-dominated-millionaires-/,"gust 13, 2020",Cory Booker,TRUE,TRUE
"Asked about asylum seekers in camps in Mexico, “This is the first time ever you've had to seek asylum in a third country.”",https://www.politifact.com/factchecks/2020/aug/12/joe-biden/fact-checking-joe-bidens-claim-asylum-seekers-mexi/,"gust 12, 2020",Joe Biden,mostly-true,TRUE
“Central Park actually used to be a town called Seneca Village” founded by African Americans in 1825.,https://www.politifact.com/factchecks/2020/aug/12/tiktok-posts/was-central-park-once-town-called-seneca-village/,"gust 12, 2020",TikTok posts,mostly-true,TRUE
“34% of Wisconsin renters are at risk of eviction.”,https://www.politifact.com/factchecks/2020/aug/12/state-democratic-party-wisconsin/yes-high-percentage-wisconsin-renters-are-risk-evi/,"gust 12, 2020",Democratic Party of Wisconsin,mostly-true,TRUE
"“If the vaccine came out tomorrow, how in the heck would we get it to people? There is no game plan.”",https://www.politifact.com/factchecks/2020/aug/11/joe-biden/joe-biden-said-there-no-game-plan-distribute-coron/,"gust 11, 2020",Joe Biden,mostly-true,TRUE
Photos show six fires around the world “in the last 24 hours.”,https://www.politifact.com/factchecks/2020/aug/07/viral-image/photos-show-recent-incidents-around-world-theres-m/,"ugust 7, 2020",Viral image,mostly-true,TRUE
"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",https://www.politifact.com/factchecks/2020/aug/06/instagram-posts/yes-trump-lawyer-helped-kanye-west-try-get-wiscons/,"ugust 6, 2020",Instagram posts,TRUE,TRUE
There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,https://www.politifact.com/factchecks/2020/aug/05/mandy-cohen/there-correlation-between-north-carolinas-mask-law/,"ugust 5, 2020",Mandy Cohen,mostly-true,TRUE
"“There have been five randomized controlled, placebo controlled trials that do not show any benefit to hydroxychloroquine.”",https://www.politifact.com/factchecks/2020/aug/05/brett-giroir/yes-least-five-randomized-controlled-studies-say-h/,"ugust 5, 2020",Brett Giroir,mostly-true,TRUE
"“...Virginia, more than any other state, had the steepest drop in the number of abortions between 2011 and 2017.”",https://www.politifact.com/factchecks/2020/aug/05/family-foundation/did-virginia-lead-nation-reducing-abortions-not-qu/,"ugust 5, 2020",The Family Foundation,mostly-true,TRUE
“Five veterinary labs have their CLIA certification to officially test human patients. There are a lot of labs who are doing surveillance testing that don't need the CLIA certification.”,https://www.politifact.com/factchecks/2020/aug/04/brett-giroir/giroir-says-labs-test-livestock-could-ease-covid-t/,"ugust 4, 2020",Brett Giroir,mostly-true,TRUE
Federal agents in Portland have been “kidnapping and holding citizens without charges.”,https://www.politifact.com/factchecks/2020/aug/04/bob-casey/sen-bob-casey-said-federal-agents-kidnapped-protes/,"ugust 4, 2020",Bob Casey,mostly-true,TRUE
"Say Wisconsin Republican lawmakers have done nothing ""while neighboring states like Minnesota, Illinois and Michigan have already implemented safety precautions like requiring individuals to wear masks.""",https://www.politifact.com/factchecks/2020/jul/31/wisconsin-state-senate-democrats/wisconsin-democrats-say-lawmakers-neighboring-stat/,31-Jul-20,Wisconsin state Senate Democrats,mostly-true,TRUE
"Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”",https://www.politifact.com/factchecks/2020/jul/30/mj-hegar/how-many-texans-cant-access-health-insurance-cover/,30-Jul-20,M.J. Hegar,TRUE,TRUE
"On home health workers’ low pay and limited benefits, “40% are still on SNAP or Medicaid.”",https://www.politifact.com/factchecks/2020/jul/28/joe-biden/biden-right-pay-home-health-workers-paltry/,28-Jul-20,Joe Biden,TRUE,TRUE
"There’s already 10,000 businesses that are not likely to open again, and a significant number of small businesses and minority businesses.”",https://www.politifact.com/factchecks/2020/jul/24/joe-biden/fact-checking-bidens-comments-covid-19-small-busin/,24-Jul-20,Joe Biden,mostly-true,TRUE
"“PPP on average probably provided a grant of around $11,000 per employee.""",https://www.politifact.com/factchecks/2020/jul/24/ron-johnson/johnson-accurate-his-estimation-ppp-loan-employee/,24-Jul-20,Ron Johnson,mostly-true,TRUE
“Murders this year have spiked 27% in Philadelphia.”,https://www.politifact.com/factchecks/2020/jul/24/donald-trump/fact-checking-trump-rising-murders-philly/,24-Jul-20,Donald Trump,TRUE,TRUE
"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).""",https://www.politifact.com/factchecks/2020/jul/23/public-citizen/yes-taxpayers-have-sunk-least-70-million-developin/,23-Jul-20,Public Citizen,TRUE,TRUE
"“I, all the way back in January, warned (President Trump that) this pandemic was coming. I talked about what we needed to do.”",https://www.politifact.com/factchecks/2020/jul/22/joe-biden/fact-checking-what-joe-biden-said-about-coronaviru/,22-Jul-20,Joe Biden,mostly-true,TRUE
"""The average family in America forks over more of their hard-earned income to their local hospital than to the IRS.”",https://www.politifact.com/factchecks/2020/jul/22/mike-gallagher/yes-average-american-family-pays-more-hospital-exp/,22-Jul-20,Mike Gallagher,TRUE,TRUE
Says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19,https://www.politifact.com/factchecks/2020/jul/20/facebook-posts/yes-biden-has-said-150-million-americans-died-guns/,20-Jul-20,Facebook posts,mostly-true,TRUE
"“Homicides are intraracial. When you look at white-on-white crime, it's 84%. Right? Homicides. White people kill white people.”",https://www.politifact.com/factchecks/2020/jul/17/sunny-hostin/view-co-host-sunny-hostin-right-about-white-white-/,17-Jul-20,Sunny Hostin,TRUE,TRUE
"""Our country and Constitution was built on a foundational separation of church and state.""",https://www.politifact.com/factchecks/2020/jul/17/mark-pocan/wisconsin-lawmaker-makes-his-case-separation-churc/,17-Jul-20,Mark Pocan,mostly-true,TRUE
"“Kids are less likely to get it (COVID-19). You know, they’re less likely to spread. So I think there’s some pretty good data out there that will help alleviate some of the concerns.”",https://www.politifact.com/factchecks/2020/jul/16/kim-reynolds/existing-research-shows-lower-rate-children-gettin/,16-Jul-20,Kim Reynolds,mostly-true,TRUE
"Says a leader of the Blackfeet Nation tribe designed the current Washington Redskins logo and once said it “made us all proud to have an Indian on a big-time team.""",https://www.politifact.com/factchecks/2020/jul/16/facebook-posts/post-about-blackfeet-tribe-leader-creating-washing/,16-Jul-20,Facebook posts,mostly-true,TRUE
"“New Zealand let health experts” rather than politicians make decisions about how to deal with COVID-19, “and as of today they have zero COVID cases.”",https://www.politifact.com/factchecks/2020/jul/10/facebook-posts/yes-science-led-new-zealand-currently-has-no-local/,10-Jul-20,Facebook posts,mostly-true,TRUE
"""Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities, (in the) 2018-19 school year. They contributed over $40 billion to the economy.”",https://www.politifact.com/factchecks/2020/jul/10/chris-hayes/msnbcs-chris-hayes-right-economic-impact-internati/,10-Jul-20,Chris Hayes,TRUE,TRUE
"""Three hundred sixty thousand Pennsylvanians fought on the side of the Union to defeat the flag, that Confederate flag, including more Black soldiers coming from Pennsylvania than any other state in the nation.""",https://www.politifact.com/factchecks/2020/jul/10/joe-biden/did-pa-send-more-black-troops-fight-union-during-c/,10-Jul-20,Joe Biden,mostly-true,TRUE
Former U.S. Vice President Richard Mentor Johnson was a slave owner married to one of his slaves and father of two children with her.,https://www.politifact.com/factchecks/2020/jul/08/ron-mcmullen/fact-checking-history-iowa-countys-namesake/,8-Jul-20,Ron McMullen,TRUE,TRUE
Federal aid for state and local governments through a proposed coronavirus relief bill would amount to “half of what the Republicans put onto the national debt.”,https://www.politifact.com/factchecks/2020/jul/07/nancy-pelosi/pelosi-compares-cost-state-and-local-aid-coronavir/,7-Jul-20,Nancy Pelosi,mostly-true,TRUE
"“The CDC tried to develop clear guidelines about what the stages of re-opening should look like — the administration delayed and scaled them back.""",https://www.politifact.com/factchecks/2020/jul/06/joe-biden/joe-biden-correct-trump-administration-delayed-sca/,6-Jul-20,Joe Biden,mostly-true,TRUE
The United States has not completed a “top-to-bottom review of our criminal justice system at the national level since 1965.”,https://www.politifact.com/factchecks/2020/jul/02/john-cornyn/when-was-last-top-bottom-review-criminal-justice-s/,2-Jul-20,John Cornyn,TRUE,TRUE
“Trump lost a trade war that he started.”,https://www.politifact.com/factchecks/2020/jun/30/joe-biden/did-donald-trump-lose-trade-war-he-started-joe-bid/,30-Jun-20,Joe Biden,mostly-true,TRUE
Wisconsin was the last state to start paying COVID-related federal unemployment benefits.,https://www.politifact.com/factchecks/2020/jun/30/robin-vos/vos-mostly-right-claim-wisconsin-was-last-state-pa/,30-Jun-20,Robin Vos,mostly-true,TRUE
Hays County in Central Texas has seen an “incredible 845% increase in (COVID-19) cases since June 7.”,https://www.politifact.com/factchecks/2020/jun/26/lloyd-doggett/exploring-spike-coronavirus-cases-one-central-texa/,26-Jun-20,Lloyd Doggett,mostly-true,TRUE
"“80% of the American people support our Dreamers. Over 70% think they should have a path to citizenship, and that's Democrats, Republicans, independents.”",https://www.politifact.com/factchecks/2020/jun/26/nancy-pelosi/fact-checking-nancy-pelosis-claim-high-public-supp/,26-Jun-20,Nancy Pelosi,mostly-true,TRUE
"""North Carolina is one of four states"" that hasn't opened gyms.",https://www.politifact.com/factchecks/2020/jun/25/dan-forest/how-many-states-have-reopened-gyms/,25-Jun-20,Dan Forest,TRUE,TRUE
"As of June 23, the COVID-19 death rate is “way down.”",https://www.politifact.com/factchecks/2020/jun/24/donald-trump/donald-trump-accurate-deaths-coronavirus-are-falli/,24-Jun-20,Donald Trump,mostly-true,TRUE
"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, ‘Slow the testing down.’""",https://www.politifact.com/factchecks/2020/jun/24/priorities-usa-action/trump-positive-coronavirus-tests-slowdown-look-bad/,24-Jun-20,Priorities USA Action,TRUE,TRUE
"Says a 1942 Milwaukee YMCA brochure shows children playing a violent, racist carnival game",https://www.politifact.com/factchecks/2020/jun/22/facebook-posts/1942-milwaukee-ymca-brochure-racist-carnival-game/,22-Jun-20,Facebook posts,TRUE,TRUE
"""Our health department, our city and our county declared racism as a public health crisis last year.”",https://www.politifact.com/factchecks/2020/jun/18/jeanette-kowalik/milwaukee-was-among-first-declare-racism-public-he/,18-Jun-20,Jeanette Kowalik,TRUE,TRUE
"Says Nate McMurray said that “gun owners are part of the most insecure and dangerous club on earth,” that “the NRA are homegrown terrorists,” and that “abortion opponents are the American Taliban.”",https://www.politifact.com/factchecks/2020/jun/18/chris-jacobs/fact-checking-claims-chris-jacobs-nate-mcmurray-de/,18-Jun-20,Chris Jacobs,mostly-true,TRUE
Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,https://www.politifact.com/factchecks/2020/jun/18/monica-wallace/do-two-months-coronavirus-deaths-exceed-number-dru/,18-Jun-20,Monica Wallace,TRUE,TRUE
A white armed-robbery suspect was sentenced to two years in jail while a black armed-robbery suspect was sentenced to 26 years in prison by the same Florida judge.,https://www.politifact.com/factchecks/2020/jun/17/facebook-posts/was-race-only-difference-sentencing-two-defendants/,17-Jun-20,Facebook posts,mostly-true,TRUE
"In COVID-19 crisis, “only 20% of African Americans had jobs where they could work from home.”",https://www.politifact.com/factchecks/2020/jun/16/desiree-rogers/blacks-hispanics-less-likely-have-jobs-where-they-/,16-Jun-20,Desiree Rogers,TRUE,TRUE
"“Detroit spent $294 million on police last year, and $9 million on health.”",https://www.politifact.com/factchecks/2020/jun/16/rashida-tlaib/fact-checking-rep-tlaibs-claim-detroits-police-hea/,16-Jun-20,Rashida Tlaib,mostly-true,TRUE
"“Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”",https://www.politifact.com/factchecks/2020/jun/12/george-borrello/fact-checking-coronavirus-infection-rates-western-/,12-Jun-20,George Borrello,TRUE,TRUE
"Said New York Gov. Andrew Cuomo said that “with all the technology we have, we don't need actual classrooms.”",https://www.politifact.com/factchecks/2020/jun/12/beth-parlato/congressional-candidate-stretches-cuomos-remarks-e/,12-Jun-20,Beth Parlato,mostly-true,TRUE
"“Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.”",https://www.politifact.com/factchecks/2020/jun/12/sara-meaney/yes-state-has-seen-drop-more-billion-tourism-dolla/,12-Jun-20,Sara Meaney,TRUE,TRUE
"""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.”",https://www.politifact.com/factchecks/2020/jun/11/planned-parenthood/yes-if-federal-abortion-law-were-overturned-wiscon/,11-Jun-20,Planned Parenthood,TRUE,TRUE
"“Today, the gap between African American and white homeownership is larger than it was in the late 1960s.”",https://www.politifact.com/factchecks/2020/jun/11/joe-biden/homeownership-gap-between-white-and-black-american/,11-Jun-20,Joe Biden,TRUE,TRUE
“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,https://www.politifact.com/factchecks/2020/jun/08/glenn-grothman/glenn-grothman-target-about-tie-between-vitamin-d-/,8-Jun-20,Glenn Grothman,TRUE,TRUE
Says the Obama administration was doing pattern-or-practice investigations of discrimination by police departments and “Donald Trump came in with Jeff Sessions and undid those.”,https://www.politifact.com/factchecks/2020/jun/04/kamala-harris/fact-checking-kamala-harris-claim-about-trump-and-/,4-Jun-20,Kamala Harris,mostly-true,TRUE
“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,https://www.politifact.com/factchecks/2020/jun/01/darren-jackson/north-carolina-democrat-right-most-americans-want-/,1-Jun-20,Darren Jackson,TRUE,TRUE
Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”,https://www.politifact.com/factchecks/2020/jun/01/joe-biden/fact-checking-joe-bidens-claim-trump-delayed-8-bil/,1-Jun-20,Joe Biden,mostly-true,TRUE
"“With retail, people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.",https://www.politifact.com/factchecks/2020/jun/01/roy-cooper/nc-governor-mostly-right-about-indoor-worship-and-/,1-Jun-20,Roy Cooper,mostly-true,TRUE
Says researchers found a “fabric that kills coronaviruses”,https://www.politifact.com/factchecks/2020/may/30/facebook-posts/research-fabric-can-neutralize-coronavirus-masks/,29-May-20,Facebook posts,mostly-true,TRUE
Iowa has “the highest high-school graduation rate in the country.”,https://www.politifact.com/factchecks/2020/may/29/kim-reynolds/iowa-leads-nation-overall-high-school-graduation-r/,29-May-20,Kim Reynolds,mostly-true,TRUE
“I’ve taken a pledge not to take one dime of corporate PAC donations.”,https://www.politifact.com/factchecks/2020/may/28/theresa-greenfield/heresa-greenfields-no-corporate-pac-pledge-needs-s/,28-May-20,Theresa Greenfield,mostly-true,TRUE
"""Hidden in the CARES Act was an obscure $135 billion tax break for 43,000 millionaires.""",https://www.politifact.com/factchecks/2020/may/26/facebook-posts/yes-cares-act-has-tax-break-benefits-43000-million/,26-May-20,Facebook posts,mostly-true,TRUE
"""Under three years of my administration, net farm income has already gone up nearly 50%.""",https://www.politifact.com/factchecks/2020/may/22/donald-trump/farm-income-federal-aid-accounts-much-increase/,22-May-20,Donald Trump,mostly-true,TRUE
A long list shows “new CDC guidelines for reopening schools.”,https://www.politifact.com/factchecks/2020/may/22/viral-image/cdc-has-new-suggestions-how-protect-students-and-s/,22-May-20,Viral image,mostly-true,TRUE
“Getting access to a gun in America is easier than adopting a dog or registering to vote.”,https://www.politifact.com/factchecks/2020/may/22/chris-taylor/lawmaker-makes-point-buying-gun-easier-adopting-do/,22-May-20,Chris Taylor,mostly-true,TRUE
“Almost 75 percent of the deaths from COVID-19 in the state of Texas are a result of people contracting COVID-19 who are age 65 and older.”,https://www.politifact.com/factchecks/2020/may/21/greg-abbott/how-many-coronavirus-deaths-are-people-over-65/,21-May-20,Greg Abbott,mostly-true,TRUE
"“VA Democrats authorized for early release over 4,000 inmates, 60% of which are incarcerated for violent offenses.”",https://www.politifact.com/factchecks/2020/may/20/nick-freitas/virginia-freeing-thousands-violent-inmates-early/,20-May-20,Nick Freitas,mostly-true,TRUE
“Gov. Wolf is not allowing companies that distribute U.S. flags to ship out orders to be placed at veteran’s graves for Memorial Day.”,https://www.politifact.com/factchecks/2020/may/19/facebook-posts/yes-pennsylvanias-governor-blocked-company-makes-a/,19-May-20,Facebook posts,mostly-true,TRUE
"“Pelosi’s new coronavirus bill allows illegals to receive billions in relief funds in past, current, and future payments.”",https://www.politifact.com/factchecks/2020/may/18/facebook-posts/house-coronavirus-bill-would-aid-immigrants-relati/,18-May-20,Facebook posts,mostly-true,TRUE
"“Beachgoers trash Florida beaches with 13,000 pounds of litter after beaches reopen.”",https://www.politifact.com/factchecks/2020/may/18/facebook-posts/reopened-florida-beach-leads-more-trash/,18-May-20,Facebook posts,mostly-true,TRUE
Says Wisconsin has not had a spike in coronavirus cases that was “statistically significant related to the fact that they had voting.”,https://www.politifact.com/factchecks/2020/may/18/chip-roy/no-spike-tied-voting-data-leaves-questions/,18-May-20,Chip Roy,mostly-true,TRUE
“(Retail) milk has gone up 7.5% since this time last year. The price farmers are paid has dropped 23%.”,https://www.politifact.com/factchecks/2020/may/15/facebook-posts/yes-payments-dairy-farmers-have-dropped-even-retai/,15-May-20,Facebook posts,mostly-true,TRUE
"New York City could pay to house its homeless population in hotel rooms currently sitting vacant, but Mayor Bill de Blasio “has absolutely to this point refused to do that.”",https://www.politifact.com/factchecks/2020/may/13/coalition-homeless/fact-checking-claim-about-hotel-rooms-and-homeless/,13-May-20,Coalition for the Homeless,mostly-true,TRUE
Says gloves shouldn’t be worn in public because “if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.”,https://www.politifact.com/factchecks/2020/may/13/facebook-posts/not-better-wearing-gloves-public-coronavirus/,13-May-20,Facebook posts,TRUE,TRUE
“New York is one of only 12 states where the average gallon of gas costs more than $2.00.”,https://www.politifact.com/factchecks/2020/may/08/american-automobile-association/era-low-gas-prices-new-york-remains-among-most-exp/,"• May 8, 2020",American Automobile Association,TRUE,TRUE
Says it’s illegal to hold an absentee-only election or mail ballots to every registered voter,https://www.politifact.com/factchecks/2020/may/08/chris-kapanga/yes-its-illegal-hold-election-mail-wisconsin/,"• May 8, 2020",Chris Kapenga,TRUE,TRUE
“Immigrants make up a majority of essential workers in places like New York City.”,https://www.politifact.com/factchecks/2020/may/07/kirsten-gillibrand/do-immigrants-make-majority-essential-workers-new-/,"• May 7, 2020",Kirsten Gillibrand,mostly-true,TRUE
Congressional candidate Chris Jacobs “voted against paid leave for COVID-19.”,https://www.politifact.com/factchecks/2020/may/06/nathan-mcmurray/nate-mcmurray-target-tweet-about-chris-jacobs-sick/,"• May 6, 2020",Nate McMurray,mostly-true,TRUE
"Says Wisconsin measures have ""prevented the death of at least 300 Wisconsinites, and perhaps as many as 1,400 lives.""",https://www.politifact.com/factchecks/2020/may/01/tony-evers/has-safer-home-wisconsin-saved-300-lives/,"• May 1, 2020",Tony Evers,mostly-true,TRUE
COVID-19 is “here to stay” and “we need to accept that and be prepared to deal with COVID long term.”,https://www.politifact.com/factchecks/2020/apr/29/facebook-posts/experts-say-covid-19-may-well-be-here-stay-even-af/,"pril 29, 2020",Facebook posts,mostly-true,TRUE
"“Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.”",https://www.politifact.com/factchecks/2020/apr/29/andrew-cuomo/what-gov-cuomo-got-right-about-disparity-between-s/,"pril 29, 2020",Andrew Cuomo,mostly-true,TRUE
“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,https://www.politifact.com/factchecks/2020/apr/29/jamie-nadler/convalescent-plasma-therapy-showing-promise-agains/,"pril 29, 2020",Jamie Nadler,TRUE,TRUE
"During the 1918 flu pandemic, San Francisco residents formed the “Anti-Mask League.” San Francisco “was ultimately one of the cities that suffered the most with a high death rate.”",https://www.politifact.com/factchecks/2020/apr/24/facebook-posts/yes-san-francisco-residents-formed-anti-mask-leagu/,"pril 24, 2020",Facebook posts,mostly-true,TRUE
Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”,https://www.politifact.com/factchecks/2020/apr/24/veronica-escobar/texas-lags-behind-other-states-coronavirus-testing/,"pril 24, 2020",Veronica Escobar,TRUE,TRUE
"“The facility (NextGen Precision Health Institute) construction alone will bring 3,400 jobs and $472 million in revenue to Missouri.”",https://www.politifact.com/factchecks/2020/apr/24/mun-choi/um-system-president-rates-mostly-true-claim-about-/,"pril 24, 2020",Mun Choi,mostly-true,TRUE
"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""",https://www.politifact.com/factchecks/2020/apr/23/jay-chaudhuri/nc-absentee-ballots-require-2-witnesses-unique/,"pril 23, 2020",Jay Chaudhuri,TRUE,TRUE
